x[m];y[m];operacao;area.total[m2];area.mato[m2];ang.abs[deg];ang.proa[deg];dist[m];rtl[m]
7.80;72.90;p;4.85;0.67;-83.93;0.00;4.73;73.32
8.30;77.60;y;0.79;0.30;-83.93;-18.60;0.00;78.04
8.30;77.60;p;12.58;0.28;-102.53;0.00;11.99;78.04
5.70;89.30;y;0.79;0.06;-102.53;-30.35;0.00;89.48
5.70;89.30;p;8.24;0.17;-132.88;0.00;7.64;89.48
0.50;94.90;y;0.72;0.12;-132.88;134.47;0.00;94.90
0.50;94.90;p;7.32;0.15;1.59;0.00;7.20;94.90
7.70;94.70;y;0.79;0.14;1.59;43.41;0.00;95.01
7.70;94.70;p;0.83;0.03;45.00;0.00;0.71;95.01
8.20;94.20;y;0.79;0.04;45.00;-61.70;0.00;94.56
8.20;94.20;p;1.19;0.22;-16.70;0.00;1.04;94.56
9.20;94.50;y;0.79;0.02;-16.70;112.41;0.00;94.95
9.20;94.50;p;1.11;0.48;95.71;0.00;1.00;94.95
9.10;93.50;y;0.79;0.32;95.71;-14.92;0.00;93.94
9.10;93.50;p;3.86;0.83;80.79;0.00;3.75;93.94
9.70;89.80;y;0.79;0.36;80.79;-76.89;0.00;90.32
9.70;89.80;p;4.53;0.15;3.90;0.00;4.41;90.32
14.10;89.50;y;0.79;0.02;3.90;-84.44;0.00;90.60
14.10;89.50;p;0.71;0.11;-80.54;0.00;0.61;90.60
14.20;90.10;y;0.79;0.08;-80.54;125.54;0.00;91.21
14.20;90.10;p;0.83;0.09;45.00;0.00;0.71;91.21
14.70;89.60;y;0.79;0.12;45.00;-120.07;0.00;90.80
14.70;89.60;p;1.72;0.63;-75.07;0.00;1.55;90.80
15.10;91.10;y;0.79;0.32;-75.07;14.50;0.00;92.34
15.10;91.10;p;5.10;0.39;-60.57;0.00;4.48;92.34
17.30;95.00;y;0.79;0.05;-60.57;49.26;0.00;96.56
17.30;95.00;p;0.61;0.02;-11.31;0.00;0.51;96.56
17.80;95.10;y;0.79;0.07;-11.31;76.97;0.00;96.75
17.80;95.10;p;5.26;0.62;65.66;0.00;4.61;96.75
19.70;90.90;y;0.79;0.28;65.66;-92.88;0.00;93.01
19.70;90.90;p;4.50;0.23;-27.22;0.00;3.94;93.01
23.20;92.70;y;0.79;0.07;-27.22;65.30;0.00;95.56
23.20;92.70;p;5.07;0.56;38.09;0.00;4.70;95.56
26.90;89.80;y;0.79;0.37;38.09;16.23;0.00;93.74
26.90;89.80;p;5.40;0.31;54.32;0.00;4.80;93.74
29.70;85.90;y;0.79;0.11;54.32;-26.50;0.00;90.89
29.70;85.90;p;4.65;0.26;27.82;0.00;4.07;90.89
33.30;84.00;y;0.79;0.22;27.82;-9.39;0.00;90.36
33.30;84.00;p;1.09;0.16;18.43;0.00;0.95;90.36
34.20;83.70;y;0.79;0.14;18.43;87.51;0.00;90.42
34.20;83.70;p;0.86;0.01;105.95;0.00;0.73;90.42
34.00;83.00;y;0.79;0.00;105.95;-11.24;0.00;89.69
34.00;83.00;p;8.67;0.11;94.71;0.00;8.53;89.69
33.30;74.50;y;0.79;0.02;94.71;76.76;0.00;81.60
33.30;74.50;p;2.13;0.47;171.47;0.00;2.02;81.60
31.30;74.20;y;0.79;0.00;171.47;-134.60;0.00;80.53
31.30;74.20;p;0.59;0.00;36.87;0.00;0.50;80.53
31.70;73.90;y;0.79;0.11;36.87;34.70;0.00;80.41
31.70;73.90;p;0.76;0.12;71.57;0.00;0.63;80.41
31.90;73.30;y;0.79;0.03;71.57;-71.57;0.00;79.94
31.90;73.30;p;0.22;0.00;-0.00;0.00;0.10;79.94
32.00;73.30;y;0.79;0.00;-0.00;-26.57;0.00;79.98
32.00;73.30;p;0.85;0.18;-26.57;0.00;0.67;79.98
32.60;73.60;y;0.79;0.23;-26.57;50.53;0.00;80.50
32.60;73.60;p;1.20;0.64;23.96;0.00;0.98;80.50
33.50;73.20;y;0.79;0.37;23.96;68.76;0.00;80.50
33.50;73.20;p;2.21;0.77;92.73;0.00;2.10;80.50
33.40;71.10;y;0.79;0.40;92.73;19.08;0.00;78.55
33.40;71.10;p;0.66;0.03;111.80;0.00;0.54;78.55
33.20;70.60;y;0.79;0.00;111.80;-52.06;0.00;78.02
33.20;70.60;p;3.22;0.46;59.74;0.00;2.78;78.02
34.60;68.20;y;0.79;0.26;59.74;-129.76;0.00;76.47
34.60;68.20;p;1.32;0.29;-70.02;0.00;1.17;76.47
35.00;69.30;y;0.79;0.24;-70.02;-19.98;0.00;77.64
35.00;69.30;p;0.44;0.01;-90.00;0.00;0.30;77.64
35.00;69.60;y;0.79;0.04;-90.00;20.56;0.00;77.90
35.00;69.60;p;1.90;0.14;-69.44;0.00;1.71;77.90
35.60;71.20;y;0.79;0.17;-69.44;24.44;0.00;79.60
35.60;71.20;p;0.68;0.00;-45.00;0.00;0.57;79.60
36.00;71.60;y;0.79;0.03;-45.00;124.99;0.00;80.14
36.00;71.60;p;1.83;0.10;79.99;0.00;1.73;80.14
36.30;69.90;y;0.79;0.03;79.99;-87.12;0.00;78.76
36.30;69.90;p;1.72;0.95;-7.13;0.00;1.61;78.76
37.90;70.10;y;0.79;0.30;-7.13;-101.31;0.00;79.69
37.90;70.10;p;2.08;0.59;-108.43;0.00;1.90;79.69
37.30;71.90;y;0.79;0.00;-108.43;108.43;0.00;81.00
37.30;71.90;p;0.77;0.00;-0.00;0.00;0.60;81.00
37.90;71.90;y;0.79;0.02;-0.00;14.04;0.00;81.28
37.90;71.90;p;0.53;0.02;14.04;0.00;0.41;81.28
38.30;71.80;y;0.79;0.05;14.04;-45.00;0.00;81.38
38.30;71.80;p;0.75;0.03;-30.96;0.00;0.58;81.38
38.80;72.10;y;0.79;0.07;-30.96;-4.57;0.00;81.88
38.80;72.10;p;1.05;0.06;-35.54;0.00;0.86;81.88
39.50;72.60;y;0.79;0.07;-35.54;91.85;0.00;82.65
39.50;72.60;p;1.70;0.18;56.31;0.00;1.44;82.65
40.30;71.40;y;0.79;0.17;56.31;-45.00;0.00;81.99
40.30;71.40;p;0.61;0.20;11.31;0.00;0.51;81.99
40.80;71.30;y;0.79;0.39;11.31;-89.22;0.00;82.15
40.80;71.30;p;1.59;0.12;-77.91;0.00;1.43;82.15
41.10;72.70;y;0.79;0.03;-77.91;41.88;0.00;83.51
41.10;72.70;p;1.60;0.13;-36.03;0.00;1.36;83.51
42.20;73.50;y;0.79;0.16;-36.03;-60.68;0.00;84.75
42.20;73.50;p;1.82;0.07;-96.71;0.00;1.71;84.75
42.00;75.20;y;0.79;0.02;-96.71;-19.86;0.00;86.13
42.00;75.20;p;1.14;0.44;-116.57;0.00;0.89;86.13
41.60;76.00;y;0.79;0.35;-116.57;-133.78;0.00;86.64
41.60;76.00;p;1.65;0.46;109.65;0.00;1.49;86.64
41.10;74.60;y;0.79;0.30;109.65;36.66;0.00;85.17
41.10;74.60;p;0.90;0.04;146.31;0.00;0.72;85.17
40.50;74.20;y;0.79;0.00;146.31;23.68;0.00;84.53
40.50;74.20;p;1.83;0.11;169.99;0.00;1.73;84.53
38.80;73.90;y;0.79;0.02;169.99;-58.19;0.00;83.47
38.80;73.90;p;1.22;0.21;111.80;0.00;1.08;83.47
38.40;72.90;y;0.79;0.08;111.80;96.10;0.00;82.40
38.40;72.90;p;2.25;1.01;-152.10;0.00;1.92;82.40
36.70;73.80;y;0.79;0.37;-152.10;128.90;0.00;82.42
36.70;73.80;p;1.68;0.33;-23.20;0.00;1.52;82.42
38.10;74.40;y;0.79;0.03;-23.20;-31.81;0.00;83.59
38.10;74.40;p;1.45;0.23;-55.01;0.00;1.22;83.59
38.80;75.40;y;0.79;0.25;-55.01;67.54;0.00;84.80
38.80;75.40;p;1.06;0.04;12.53;0.00;0.92;84.80
39.70;75.20;y;0.79;0.02;12.53;-35.73;0.00;85.04
39.70;75.20;p;0.89;0.14;-23.20;0.00;0.76;85.04
40.40;75.50;y;0.79;0.15;-23.20;-78.90;0.00;85.63
40.40;75.50;p;1.60;0.76;-102.09;0.00;1.43;85.63
40.10;76.90;y;0.79;0.38;-102.09;21.56;0.00;86.73
40.10;76.90;p;1.32;0.49;-80.54;0.00;1.22;86.73
40.30;78.10;y;0.79;0.15;-80.54;80.54;0.00;87.88
40.30;78.10;p;1.10;0.20;-0.00;0.00;0.90;87.88
41.20;78.10;y;0.79;0.27;-0.00;-100.95;0.00;88.30
41.20;78.10;p;15.90;0.05;-100.95;0.00;15.79;88.30
38.20;93.60;y;0.79;0.08;-100.95;-10.85;0.00;101.10
38.20;93.60;p;0.66;0.09;-111.80;0.00;0.54;101.10
38.00;94.10;y;0.79;0.14;-111.80;-26.21;0.00;101.48
38.00;94.10;p;1.51;0.43;-138.01;0.00;1.35;101.48
37.00;95.00;y;0.79;0.37;-138.01;106.15;0.00;101.95
37.00;95.00;p;9.80;0.03;-31.87;0.00;8.71;101.95
44.40;99.60;y;0.79;0.09;-31.87;47.81;0.00;109.05
44.40;99.60;p;0.86;0.20;15.95;0.00;0.73;109.05
45.10;99.40;y;0.79;0.23;15.95;90.00;0.00;109.15
45.10;99.40;p;3.90;0.51;105.95;0.00;3.64;109.15
44.10;95.90;y;0.79;0.27;105.95;-66.99;0.00;105.55
44.10;95.90;p;6.50;0.20;38.96;0.00;6.04;105.55
48.80;92.10;y;0.79;0.12;38.96;-59.42;0.00;104.23
48.80;92.10;p;7.55;0.06;-20.46;0.00;7.15;104.23
55.50;94.60;y;0.79;0.07;-20.46;83.28;0.00;109.68
55.50;94.60;p;9.40;0.18;62.82;0.00;8.32;109.68
59.30;87.20;y;0.79;0.11;62.82;147.20;0.00;105.45
59.30;87.20;p;5.90;0.46;-149.98;0.00;5.20;105.45
54.80;89.80;y;0.79;0.33;-149.98;-66.53;0.00;105.20
54.80;89.80;p;14.35;0.05;143.48;0.00;12.94;105.20
44.40;82.10;y;0.79;0.00;143.48;-77.71;0.00;93.34
44.40;82.10;p;2.56;0.18;65.77;0.00;2.19;93.34
45.30;80.10;y;0.79;0.11;65.77;-22.05;0.00;92.02
45.30;80.10;p;3.46;0.08;43.73;0.00;3.18;92.02
47.60;77.90;y;0.79;0.05;43.73;53.56;0.00;91.29
47.60;77.90;p;8.81;0.63;97.29;0.00;8.67;91.29
46.50;69.30;y;0.79;0.37;97.29;-97.29;0.00;83.46
46.50;69.30;p;1.21;0.12;-0.00;0.00;1.00;83.46
47.50;69.30;y;0.79;0.01;-0.00;5.36;0.00;84.02
47.50;69.30;p;3.33;0.09;5.36;0.00;3.21;84.02
50.70;69.00;y;0.79;0.09;5.36;-87.23;0.00;85.62
50.70;69.00;p;0.81;0.19;-81.87;0.00;0.71;85.62
50.80;69.70;y;0.79;0.23;-81.87;98.57;0.00;86.25
50.80;69.70;p;1.19;0.11;16.70;0.00;1.04;86.25
51.80;69.40;y;0.79;0.03;16.70;-106.70;0.00;86.60
51.80;69.40;p;0.72;0.06;-90.00;0.00;0.60;86.60
51.80;70.00;y;0.79;0.15;-90.00;85.24;0.00;87.08
51.80;70.00;p;4.94;0.15;-4.76;0.00;4.82;87.08
56.60;70.40;y;0.79;0.18;-4.76;-6.55;0.00;90.33
56.60;70.40;p;0.61;0.07;-11.31;0.00;0.51;90.33
57.10;70.50;y;0.79;0.04;-11.31;96.12;0.00;90.72
57.10;70.50;p;1.21;0.69;84.81;0.00;1.10;90.72
57.20;69.40;y;0.79;0.31;84.81;-93.55;0.00;89.93
57.20;69.40;p;1.42;0.46;-8.75;0.00;1.32;89.93
58.50;69.60;y;0.79;0.15;-8.75;32.71;0.00;90.92
58.50;69.60;p;1.20;0.26;23.96;0.00;0.98;90.92
59.40;69.20;y;0.79;0.22;23.96;-98.71;0.00;91.20
59.40;69.20;p;1.29;0.15;-74.74;0.00;1.14;91.20
59.70;70.30;y;0.79;0.15;-74.74;86.05;0.00;92.23
59.70;70.30;p;0.61;0.01;11.31;0.00;0.51;92.23
60.20;70.20;y;0.79;0.00;11.31;0.00;0.00;92.48
60.20;70.20;p;1.12;0.25;11.31;0.00;1.02;92.48
61.20;70.00;y;0.79;0.24;11.31;-54.94;0.00;92.98
61.20;70.00;p;9.47;0.07;-43.63;0.00;8.84;92.98
67.60;76.10;y;0.79;0.07;-43.63;-85.03;0.00;101.79
67.60;76.10;p;0.76;0.18;-128.66;0.00;0.64;101.79
67.20;76.60;y;0.79;0.21;-128.66;32.41;0.00;101.90
67.20;76.60;p;13.95;0.19;-96.25;0.00;13.78;101.90
65.70;90.30;y;0.79;0.26;-96.25;-51.75;0.00;111.67
65.70;90.30;p;1.15;0.69;-147.99;0.00;0.94;111.67
64.90;90.80;y;0.79;0.28;-147.99;31.43;0.00;111.61
64.90;90.80;p;2.44;1.50;-116.57;0.00;2.01;111.61
64.00;92.60;y;0.79;0.28;-116.57;114.04;0.00;112.56
64.00;92.60;p;6.93;0.17;-2.53;0.00;6.81;112.56
70.80;92.90;y;0.79;0.03;-2.53;107.35;0.00;116.80
70.80;92.90;p;3.77;0.11;104.83;0.00;3.52;116.80
69.90;89.50;y;0.79;0.02;104.83;-44.05;0.00;113.56
69.90;89.50;p;10.86;0.11;60.77;0.00;9.63;113.56
74.60;81.10;y;0.79;0.05;60.77;-87.34;0.00;110.19
74.60;81.10;p;0.60;0.01;-26.57;0.00;0.45;110.19
75.00;81.30;y;0.79;0.02;-26.57;102.53;0.00;110.61
75.00;81.30;p;0.54;0.00;75.96;0.00;0.41;110.61
75.10;80.90;y;0.79;0.00;75.96;-82.67;0.00;110.38
75.10;80.90;p;1.82;0.16;-6.71;0.00;1.71;110.38
76.80;81.10;y;0.79;0.16;-6.71;106.17;0.00;111.69
76.80;81.10;p;1.32;0.70;99.46;0.00;1.22;111.69
76.60;79.90;y;0.79;0.32;99.46;0.55;0.00;110.69
76.60;79.90;p;1.83;0.26;100.01;0.00;1.73;110.69
76.30;78.20;y;0.79;0.00;100.01;-129.06;0.00;109.26
76.30;78.20;p;1.25;0.22;-29.05;0.00;1.03;109.26
77.20;78.70;y;0.79;0.26;-29.05;77.18;0.00;110.24
77.20;78.70;p;4.22;0.44;48.12;0.00;3.89;110.24
79.80;75.80;y;0.79;0.35;48.12;-3.12;0.00;110.06
79.80;75.80;p;0.23;0.00;45.00;0.00;0.14;110.06
79.90;75.70;y;0.79;0.00;45.00;-120.96;0.00;110.07
79.90;75.70;p;0.98;0.15;-75.96;0.00;0.82;110.07
80.10;76.50;y;0.79;0.15;-75.96;9.75;0.00;110.76
80.10;76.50;p;7.30;0.08;-66.22;0.00;6.45;110.76
82.70;82.40;y;0.79;0.05;-66.22;103.09;0.00;116.74
82.70;82.40;p;0.67;0.01;36.87;0.00;0.50;116.74
83.10;82.10;y;0.79;0.04;36.87;51.49;0.00;116.82
83.10;82.10;p;7.12;0.10;88.36;0.00;7.00;116.82
83.30;75.10;y;0.79;0.03;88.36;5.08;0.00;112.16
83.30;75.10;p;8.45;0.06;93.45;0.00;8.32;112.16
82.80;66.80;y;0.79;0.12;93.45;23.12;0.00;106.39
82.80;66.80;p;0.62;0.00;116.57;0.00;0.45;106.39
82.60;66.40;y;0.79;0.01;116.57;-155.22;0.00;105.98
82.60;66.40;p;0.76;0.00;-38.66;0.00;0.64;105.98
83.10;66.80;y;0.79;0.00;-38.66;114.62;0.00;106.62
83.10;66.80;p;1.42;0.48;75.96;0.00;1.24;106.62
83.40;65.60;y;0.79;0.32;75.96;-75.96;0.00;106.11
83.40;65.60;p;3.63;0.30;-0.00;0.00;3.20;106.11
86.60;65.60;y;0.79;0.20;-0.00;111.12;0.00;108.64
86.60;65.60;p;5.01;0.88;111.12;0.00;4.72;108.64
84.90;61.20;y;0.79;0.42;111.12;-69.14;0.00;104.66
84.90;61.20;p;1.51;0.58;41.99;0.00;1.35;104.66
85.90;60.30;y;0.79;0.22;41.99;53.21;0.00;104.95
85.90;60.30;p;1.21;0.05;95.19;0.00;1.10;104.95
85.80;59.20;y;0.79;0.00;95.19;-6.98;0.00;104.24
85.80;59.20;p;9.76;0.32;88.21;0.00;9.60;104.24
86.10;49.60;y;0.79;0.17;88.21;91.79;0.00;99.36
86.10;49.60;p;1.65;0.04;-180.00;0.00;1.40;99.36
84.70;49.60;y;0.79;0.01;-180.00;-96.71;0.00;98.15
84.70;49.60;p;1.82;0.94;83.29;0.00;1.71;98.15
84.90;47.90;y;0.79;0.31;83.29;41.70;0.00;97.48
84.90;47.90;p;12.25;0.58;124.99;0.00;10.99;97.48
78.60;38.90;y;0.79;0.02;124.99;141.64;0.00;87.70
78.60;38.90;p;6.94;0.15;-93.37;0.00;6.81;87.70
78.20;45.70;y;0.79;0.14;-93.37;-64.25;0.00;90.57
78.20;45.70;p;2.01;0.95;-157.62;0.00;1.84;90.57
76.50;46.40;y;0.79;0.41;-157.62;-20.79;0.00;89.47
76.50;46.40;p;3.71;0.66;-178.41;0.00;3.60;89.47
72.90;46.50;y;0.79;0.17;-178.41;104.35;0.00;86.47
72.90;46.50;p;1.62;0.06;-74.05;0.00;1.46;86.47
73.30;47.90;y;0.79;0.07;-74.05;-8.42;0.00;87.56
73.30;47.90;p;5.47;0.00;-82.48;0.00;5.35;87.56
74.00;53.20;y;0.79;0.07;-82.48;31.14;0.00;91.14
74.00;53.20;p;0.76;0.06;-51.34;0.00;0.64;91.14
74.40;53.70;y;0.79;0.17;-51.34;2.05;0.00;91.76
74.40;53.70;p;6.11;0.05;-49.29;0.00;5.67;91.76
78.10;58.00;y;0.79;0.08;-49.29;-51.62;0.00;97.28
78.10;58.00;p;8.56;0.03;-100.91;0.00;8.45;97.28
76.50;66.30;y;0.79;0.02;-100.91;-57.89;0.00;101.23
76.50;66.30;p;5.57;0.71;-158.81;0.00;5.26;101.23
71.60;68.20;y;0.79;0.33;-158.81;-68.32;0.00;98.88
71.60;68.20;p;6.17;0.24;132.88;0.00;5.73;98.88
67.70;64.00;y;0.79;0.00;132.88;9.15;0.00;93.16
67.70;64.00;p;5.60;0.76;142.03;0.00;5.20;93.16
63.60;60.80;y;0.79;0.44;142.03;89.31;0.00;87.99
63.60;60.80;p;1.44;0.32;-128.66;0.00;1.28;87.99
62.80;61.80;y;0.79;0.12;-128.66;-151.65;0.00;88.11
62.80;61.80;p;1.22;0.01;79.70;0.00;1.12;88.11
63.00;60.70;y;0.79;0.01;79.70;33.50;0.00;87.48
63.00;60.70;p;0.89;0.15;113.20;0.00;0.76;87.48
62.70;60.00;y;0.79;0.01;113.20;-99.16;0.00;86.78
62.70;60.00;p;0.53;0.00;14.04;0.00;0.41;86.78
63.10;59.90;y;0.79;0.04;14.04;49.40;0.00;87.00
63.10;59.90;p;1.66;0.76;63.43;0.00;1.34;87.00
63.70;58.70;y;0.79;0.37;63.43;31.33;0.00;86.62
63.70;58.70;p;1.31;0.34;94.76;0.00;1.20;86.62
63.60;57.50;y;0.79;0.08;94.76;-110.02;0.00;85.74
63.60;57.50;p;1.29;0.06;-15.26;0.00;1.14;85.74
64.70;57.80;y;0.79;0.07;-15.26;98.36;0.00;86.76
64.70;57.80;p;12.66;0.10;83.10;0.00;12.49;86.76
66.20;45.40;y;0.79;0.05;83.10;-52.85;0.00;80.27
66.20;45.40;p;1.65;0.83;30.26;0.00;1.39;80.27
67.40;44.70;y;0.79;0.28;30.26;124.73;0.00;80.88
67.40;44.70;p;1.95;0.83;154.98;0.00;1.66;80.88
65.90;44.00;y;0.79;0.38;154.98;79.48;0.00;79.24
65.90;44.00;p;1.05;0.34;-125.54;0.00;0.86;79.24
65.40;44.70;y;0.79;0.35;-125.54;-137.34;0.00;79.22
65.40;44.70;p;6.66;0.35;97.13;0.00;6.45;79.22
64.60;38.30;y;0.79;0.16;97.13;23.84;0.00;75.10
64.60;38.30;p;2.05;0.52;120.96;0.00;1.75;75.10
63.70;36.80;y;0.79;0.30;120.96;-30.96;0.00;73.57
63.70;36.80;p;0.73;0.03;90.00;0.00;0.60;73.57
63.70;36.20;y;0.79;0.00;90.00;-22.66;0.00;73.27
63.70;36.20;p;11.69;0.30;67.34;0.00;11.16;73.27
68.00;25.90;y;0.79;0.19;67.34;-37.60;0.00;72.77
68.00;25.90;p;1.00;0.03;29.74;0.00;0.81;72.77
